cue,total,cue_mfd2,response_mfd1,cue_mfd1,response_mfd2,cue_hte,response_hte,response_emotion,cue_emotion,cue_moral,response_moral,link,pos,previous_link,lower,is_synonym,degree,pos_score,neg_score,polarity
robe,104.0,0,3,0,15,0,6,1,0.0,0,4,0.1450257048293776,n v,0.0876288659793814,True,,194.0,0.07216494845360824,0.015463917525773196,0.5283505154639175
robin,50.0,0,0,0,0,0,0,0,0.0,0,0,0.0127754857804591,n,0.0,True,,97.0,0.0,0.0,0.5
robot,16.0,0,2,0,0,0,2,1,0.0,0,0,0.0108156941881751,n,0.0,True,,99.0,0.020202020202020204,0.0,0.51010101010101
robotics,24.0,0,1,0,0,0,0,0,0.0,0,0,0.0118094207379921,n,0.0,True,,100.0,0.0,0.0,0.5
robust,66.0,0,1,0,3,0,9,1,0.0,0,3,0.1539215586942313,a s,0.11,True,,100.0,0.11,0.0,0.555
rock,71.0,0,0,0,0,0,3,0,0.0,0,0,0.0092897675566848,n v,0.0,True,,200.0,0.0,0.0,0.5
rocker,65.0,0,0,0,0,0,2,0,0.0,0,0,0.0200204884466757,n,0.0,True,,99.0,0.0,0.0,0.5
rocket,37.0,0,0,0,0,0,0,0,0.0,0,0,0.0146911290618259,n v,0.0,True,,100.0,0.0,0.0,0.5
rocking,81.0,0,0,0,1,0,2,3,0.0,0,0,0.0232633781929774,v,0.0,True,,99.0,0.0,0.0,0.5
rocking chair,63.0,0,1,0,2,0,5,4,0.0,0,0,0.1062297097706758,,0.0612244897959183,True,,98.0,0.08163265306122448,0.0,0.5408163265306123
rocky,31.0,0,0,0,0,0,1,0,0.0,0,0,0.0064471042205926,a s,0.0,True,,98.0,0.0,0.0,0.5
rod,30.0,0,0,0,1,0,2,0,0.0,0,0,0.0211727697313232,n,0.0,True,,97.0,0.0,0.0,0.5
rodent,185.0,0,4,0,10,0,1,3,0.0,0,1,0.8295502738318297,n,0.6958762886597938,True,,194.0,0.0,0.6958762886597938,0.1520618556701031
rodeo,77.0,0,0,0,0,0,2,0,0.0,0,0,0.0587172783107456,n,0.0,True,,100.0,0.0,0.0,0.5
rogue,50.0,0,7,0,10,35,9,0,0.0,0,10,0.3667636776902344,n,0.217391304347826,True,,92.0,0.021739130434782608,0.17391304347826086,0.42391304347826086
role,60.0,0,3,0,2,0,5,0,0.0,0,1,0.062334966267154,n,0.03,True,,100.0,0.03,0.0,0.515
role model,79.0,0,6,0,5,0,6,3,0.0,0,4,0.2395165345095592,,0.1616161616161616,True,,99.0,0.1919191919191919,0.0,0.5959595959595959
roll,60.0,0,1,0,2,0,5,0,0.0,0,0,0.0407512708249648,n v,0.0203045685279187,True,,197.0,0.0,0.0,0.5
roller,5.0,0,0,0,0,4,1,0,0.0,0,0,0.0025091370558375,n,0.0,True,,100.0,0.0,0.0,0.5
roller coaster,51.0,0,2,0,4,0,2,3,0.0,0,1,0.1009742687403781,,0.07,True,,100.0,0.03,0.04,0.495
rolling,16.0,0,0,0,0,0,4,0,0.0,0,0,0.0061227335483794,s n v,0.0,True,,99.0,0.0,0.0,0.5
romance,78.0,0,1,0,3,0,3,1,0.0,0,1,0.0939642451574027,a n v,0.0,True,,100.0,0.6,0.0,0.8
romantic,72.0,0,0,0,3,0,4,2,24.0,0,0,0.5373542631043391,a n s,0.45,True,,100.0,0.45,0.0,0.725
roof,53.0,0,2,0,1,0,2,0,0.0,0,1,0.0285340470562357,n v,0.0,True,,100.0,0.0,0.0,0.5
rook,70.0,0,0,0,5,0,3,0,0.0,0,1,0.1932675859562389,n v,0.1046511627906976,True,,86.0,0.06976744186046512,0.03488372093023256,0.5174418604651163
rookie,29.0,0,0,0,1,0,2,0,0.0,0,0,0.0258349455535437,n,0.0,True,,94.0,0.0,0.0,0.5
room,33.0,0,0,0,0,0,6,0,0.0,0,0,0.0168722955442396,n v,0.0,True,,99.0,0.0,0.0,0.5
roommate,65.0,0,4,0,6,0,4,2,0.0,0,4,0.2349115383836908,n,0.1224489795918367,True,,98.0,0.10204081632653061,0.030612244897959183,0.5357142857142857
roost,55.0,0,0,0,1,0,1,0,0.0,0,0,0.0390031125578252,n v,0.0,True,,93.0,0.0,0.0,0.5
rooster,45.0,0,0,0,1,0,1,0,0.0,0,0,0.017470703103288,n,0.0,True,,97.0,0.0,0.0,0.5
root,83.0,0,3,0,4,0,5,0,0.0,0,3,0.049010262661054,n v,0.0202020202020202,True,,198.0,0.010101010101010102,0.015151515151515152,0.49747474747474746
rope,73.0,0,0,0,1,0,13,0,0.0,0,0,0.0179069215712734,n v,0.0,True,,199.0,0.0,0.0,0.5
rose,43.0,0,1,0,3,0,7,2,0.0,0,2,0.0440117293849167,s n v,0.03,True,,200.0,0.025,0.0,0.5125
rosebud,23.0,0,0,0,1,0,4,0,0.0,0,2,0.0132165178192104,n,0.0,True,,99.0,0.0,0.0,0.5
rosemary,65.0,0,0,0,0,0,2,0,0.0,0,0,0.0313916730269771,n,0.0,True,,100.0,0.0,0.0,0.5
rot,70.0,36,7,0,15,0,6,2,0.0,0,8,0.6329581167740994,n v,0.4408602150537634,True,,93.0,0.021505376344086023,0.3978494623655914,0.3118279569892473
rotate,19.0,0,0,0,0,0,0,0,0.0,0,0,0.0090378739621888,v,0.0,True,,98.0,0.0,0.0,0.5
rotation,20.0,0,0,0,0,0,0,0,0.0,0,0,0.0147224615203371,n,0.0,True,,99.0,0.0,0.0,0.5
rotor,16.0,0,0,0,0,0,0,0,0.0,0,0,0.0088225544797374,n,0.0,True,,92.0,0.0,0.0,0.5
rotting,68.0,0,4,0,13,0,5,3,0.0,0,3,0.5469831292907312,n v,0.404040404040404,True,,99.0,0.030303030303030304,0.35353535353535354,0.3383838383838384
rouge,23.0,0,2,0,3,0,5,0,0.0,0,3,0.1157277892737812,n v,0.0612244897959183,True,,98.0,0.0,0.04081632653061224,0.47959183673469385
rough,43.0,0,1,0,1,22,8,1,0.0,0,2,0.0276430469717491,a v r n s,0.0,True,,97.0,0.0,0.030927835051546393,0.4845360824742268
round,17.0,0,0,0,0,10,4,1,0.0,0,0,0.0047895288783288,a v r n s,0.0,True,,99.0,0.0,0.0,0.5
roundabout,23.0,0,1,0,1,10,1,1,0.0,0,1,0.0112104733672891,n s,0.0,True,,100.0,0.0,0.0,0.5
rounded,21.0,0,2,0,1,0,5,0,0.0,0,0,0.0462717558623876,a v,0.02,True,,100.0,0.02,0.0,0.51
route,44.0,0,0,0,0,0,0,0,0.0,0,0,0.0096472456936531,n v,0.0,True,,99.0,0.0,0.0,0.5
routine,33.0,0,0,0,1,0,1,1,0.0,0,1,0.0256477229968273,n s,0.0,True,,99.0,0.0,0.0,0.5
rover,39.0,0,0,0,0,0,0,0,0.0,0,0,0.0122300441189818,n,0.0,True,,93.0,0.0,0.0,0.5
row,26.0,0,2,0,1,0,2,0,0.0,0,1,0.0348258023922307,n v,0.0,True,,100.0,0.0,0.09,0.455
rowdy,22.0,0,0,0,1,0,4,1,0.0,0,0,0.0691345492165182,n s,0.0454545454545454,True,,88.0,0.022727272727272728,0.0,0.5113636363636364
rowing,23.0,0,1,0,1,0,0,0,0.0,0,1,0.0225059809340819,n v,0.0,True,,95.0,0.0,0.0,0.5
royal,73.0,0,2,0,5,0,3,1,0.0,0,1,0.2885443861494651,a n s,0.14,True,,100.0,0.16,0.04,0.56
royalty,91.0,0,2,0,3,0,5,0,0.0,0,1,0.43633368369806,n,0.25,True,,100.0,0.23,0.0,0.615
rub,58.0,0,1,0,2,0,4,3,0.0,0,1,0.0630417234155441,n v,0.0202020202020202,True,,99.0,0.0,0.0,0.5
rubber,110.0,0,1,0,0,0,4,0,0.0,0,1,0.0275662559017577,s n v,0.0,True,,196.0,0.01020408163265306,0.0,0.5051020408163265
rubbing,63.0,0,1,0,3,0,5,4,0.0,0,0,0.0799719840335535,n v,0.0309278350515463,True,,97.0,0.030927835051546393,0.020618556701030927,0.5051546391752577
rubbish,91.0,15,2,0,4,0,0,0,0.0,0,3,1.1642431997692193,n v,0.7070707070707071,True,,99.0,0.0,0.7171717171717171,0.14141414141414144
rubric,40.0,0,0,0,0,0,1,0,0.0,0,0,0.0383426618926667,n v,0.0,True,,76.0,0.0,0.0,0.5
ruby,19.0,0,0,0,0,0,2,0,0.0,0,0,0.008226855591557,n s,0.0,True,,99.0,0.0,0.0,0.5
rucksack,33.0,0,0,0,0,0,1,0,0.0,0,0,0.0100551053223157,n,0.0,True,,89.0,0.0,0.0,0.5
ruckus,39.0,0,1,0,3,0,0,1,0.0,0,1,0.0860622066962049,n,0.0476190476190476,True,,84.0,0.0,0.047619047619047616,0.47619047619047616
rude,57.0,0,2,0,4,31,9,2,0.0,0,4,0.2293105417440474,a s,0.1530612244897959,True,,98.0,0.0,0.12244897959183673,0.4387755102040816
rudeness,54.0,0,2,0,6,37,8,6,0.0,0,4,0.2994456685964868,n,0.2121212121212121,True,,99.0,0.04040404040404041,0.1717171717171717,0.43434343434343436
rue,58.0,0,1,0,1,12,4,6,0.0,0,1,0.1200205767906488,n v,0.034090909090909,True,,88.0,0.0,0.022727272727272728,0.48863636363636365
ruffle,30.0,0,0,0,0,0,3,2,0.0,0,0,0.0135457255527738,n v,0.0,True,,98.0,0.0,0.0,0.5
rug,20.0,0,0,0,2,0,2,1,0.0,0,0,0.0349595624484377,n,0.0202020202020202,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
rugby,73.0,0,0,0,2,0,3,0,0.0,0,0,0.108173816872507,n,0.0612244897959183,True,,98.0,0.061224489795918366,0.0,0.5306122448979592
rugged,19.0,0,1,0,0,0,4,2,0.0,0,0,0.0108904440879887,a s,0.0,True,,96.0,0.0,0.0,0.5
ruin,118.0,0,2,52,13,52,3,2,0.0,0,7,0.3044036843830564,n v,0.2160804020100502,True,,199.0,0.03015075376884422,0.18592964824120603,0.4221105527638191
ruined,82.0,0,7,29,12,0,2,1,0.0,0,8,0.4904711739185869,s v,0.37,True,,100.0,0.03,0.33,0.35
rule,165.0,0,14,0,19,0,5,1,0.0,0,11,0.5300934539733576,n v,0.4020100502512563,True,,199.0,0.34673366834170855,0.10552763819095477,0.6206030150753769
ruler,60.0,0,1,0,5,0,2,0,0.0,0,1,0.2187764512986449,n,0.101010101010101,True,,99.0,0.06060606060606061,0.0,0.5303030303030303
ruling,90.0,30,5,0,7,0,2,0,0.0,0,3,0.4003765378561088,s n v,0.23,True,,100.0,0.17,0.08,0.545
rum,51.0,0,2,0,4,0,4,0,0.0,0,2,0.1432433624832034,n s,0.0909090909090909,True,,99.0,0.020202020202020204,0.0707070707070707,0.47474747474747475
rumble,38.0,0,1,0,2,0,0,1,0.0,0,1,0.1791945415831645,n v,0.125,True,,96.0,0.0,0.125,0.4375
ruminate,15.0,0,0,0,0,0,0,2,0.0,0,0,0.0080678054255515,v,0.0,True,,79.0,0.0,0.0,0.5
rummy,54.0,0,2,0,1,0,0,2,0.0,0,0,0.0306555430537948,n s,0.0,True,,79.0,0.0,0.0,0.5
rumor,61.0,0,1,0,1,0,5,0,0.0,0,3,0.0581127321118132,n v,0.0,True,,99.0,0.0,0.0,0.5
rump,22.0,0,0,0,0,0,1,0,0.0,0,0,0.0146885875503329,n,0.0,True,,89.0,0.0,0.0,0.5
run,39.0,0,0,0,0,0,2,0,0.0,0,0,0.0191316243121535,n v,0.0,True,,100.0,0.0,0.0,0.5
run away,56.0,0,1,0,2,0,6,3,0.0,0,2,0.0487517706017775,,0.02,True,,100.0,0.0,0.02,0.49
runaway,61.0,0,0,0,2,0,2,2,0.0,0,1,0.0650899384056957,n s,0.02,True,,100.0,0.17,0.0,0.585
rundown,28.0,0,1,0,3,0,3,1,0.0,0,1,0.0568848774202372,n,0.0329670329670329,True,,91.0,0.03296703296703297,0.0,0.5164835164835165
rung,24.0,0,0,0,0,0,0,0,0.0,0,0,0.0200689362097352,n v,0.0,True,,94.0,0.0,0.0,0.5
runner,51.0,0,1,0,1,0,3,0,0.0,0,0,0.0212899058612051,n,0.0,True,,98.0,0.0,0.0,0.5
running,61.0,0,2,0,1,0,2,3,0.0,0,2,0.0349226319704065,a n v s,0.0,True,,100.0,0.0,0.0,0.5
runway,47.0,0,0,0,1,0,3,0,0.0,0,0,0.0171268072997434,n,0.0,True,,100.0,0.02,0.0,0.51
rural,69.0,0,1,0,1,0,2,0,0.0,0,1,0.0564564505735842,a,0.0,True,,99.0,0.0,0.0,0.5
ruse,61.0,0,1,0,3,0,5,1,0.0,0,4,0.1324388803094023,n,0.0705882352941176,True,,85.0,0.0,0.07058823529411765,0.4647058823529412
rush,36.0,0,0,0,2,0,3,1,0.0,0,0,0.051362142294729,s n v,0.0303030303030303,True,,99.0,0.0,0.0,0.5
rushed,25.0,0,0,0,0,0,2,1,0.0,0,0,0.0104071791652552,s v,0.0,True,,100.0,0.0,0.0,0.5
rusk,31.0,0,0,0,1,0,2,0,0.0,0,0,0.0239050928084258,n,0.0,True,,63.0,0.031746031746031744,0.0,0.5158730158730158
rust,34.0,0,1,0,3,12,1,0,0.0,0,2,0.0777051891231598,s n v,0.0505050505050505,True,,99.0,0.0,0.050505050505050504,0.47474747474747475
rustic,47.0,0,1,0,1,0,3,0,0.0,0,0,0.0272318105679914,n s,0.0,True,,100.0,0.0,0.0,0.5
rut,59.0,0,1,0,1,0,1,1,0.0,0,1,0.1189729432548956,n v,0.0329670329670329,True,,91.0,0.0,0.04395604395604396,0.47802197802197804
rye,23.0,0,0,0,0,0,0,0,0.0,0,0,0.013887125630456,n,0.0,True,,95.0,0.0,0.0,0.5
s,51.0,0,1,0,3,0,2,1,0.0,0,1,0.0684564799712762,n,0.0352941176470588,True,,85.0,0.0,0.023529411764705882,0.48823529411764705
sabbath,59.0,0,2,0,6,0,2,1,0.0,0,5,0.267855316475761,n,0.1443298969072164,True,,97.0,0.13402061855670103,0.0,0.5670103092783505
saber,67.0,0,0,0,0,0,1,0,0.0,0,0,0.1334241111216797,n v,0.0,True,,90.0,0.0,0.0,0.5
sack,61.0,0,0,0,1,0,6,0,0.0,0,0,0.0298596687520571,n v,0.0,True,,100.0,0.0,0.0,0.5
sacred,77.0,25,5,25,11,0,2,3,0.0,25,8,0.8104815915879244,a s,0.59,True,,100.0,0.54,0.05,0.745
sacrifice,84.0,43,8,0,14,0,7,4,0.0,0,9,0.4561979329173147,n v,0.29,True,,100.0,0.12,0.18,0.47
sad,62.0,0,2,0,2,18,4,5,18.0,0,2,0.0814720433732911,a s,0.0412371134020618,True,,97.0,0.0,0.08247422680412371,0.4587628865979381
sadden,51.0,0,1,0,3,0,7,9,25.0,0,3,0.1245904511105821,v,0.0652173913043478,True,,92.0,0.0,0.09782608695652174,0.45108695652173914
saddle,93.0,0,0,0,0,0,5,2,0.0,0,0,0.0336677386105957,n v,0.0,True,,100.0,0.0,0.0,0.5
sadness,54.0,0,1,0,1,0,7,10,25.0,0,1,0.0928057249632266,n,0.05,True,,100.0,0.0,0.09,0.455
sadomasochism,58.0,0,7,0,9,0,5,7,0.0,0,7,0.5270311641718205,n,0.3333333333333333,True,,96.0,0.0,0.2916666666666667,0.35416666666666663
safari,58.0,0,0,0,1,0,0,0,0.0,0,0,0.0206034531116671,n,0.0,True,,100.0,0.0,0.0,0.5
safe,53.0,36,7,36,5,0,9,5,0.0,36,4,0.1351872050635919,a n s,0.06,True,,100.0,0.08,0.0,0.54
safeguard,82.0,34,8,34,6,0,4,2,0.0,34,6,0.5270121855236279,n v,0.3894736842105263,True,,95.0,0.45263157894736844,0.0,0.7263157894736842
safety,55.0,28,7,28,10,0,5,3,0.0,28,7,0.2338891172718726,n,0.1443298969072164,True,,97.0,0.12371134020618557,0.020618556701030927,0.5515463917525774
saga,44.0,0,0,0,0,0,0,0,0.0,0,0,0.0155722171463377,n,0.0,True,,100.0,0.0,0.0,0.5
sage,71.0,0,1,0,1,0,1,0,0.0,0,0,0.0689481409384453,n s,0.021505376344086,True,,93.0,0.021505376344086023,0.0,0.510752688172043
said,35.0,0,0,0,0,0,2,1,0.0,0,0,0.0138103547797201,s v,0.0,True,,100.0,0.0,0.0,0.5
sail,60.0,0,0,0,0,0,5,0,0.0,0,0,0.0096436304832163,n v,0.0,True,,197.0,0.0,0.0,0.5
sailboat,34.0,0,1,0,0,0,1,1,0.0,0,1,0.0121489577079677,n,0.0,True,,100.0,0.0,0.0,0.5
sailing,36.0,0,0,0,0,0,3,1,0.0,0,0,0.0106484645449469,n v,0.0,True,,100.0,0.0,0.0,0.5
sailor,121.0,0,0,0,1,0,6,2,0.0,0,0,0.0472609809493585,n,0.0201005025125628,True,,199.0,0.0,0.020100502512562814,0.4899497487437186
saint,76.0,28,7,28,14,0,6,0,0.0,28,9,0.8834324059810942,n v,0.59,True,,100.0,0.44,0.12,0.66
sake,60.0,0,3,0,5,24,5,2,0.0,0,3,0.2740173970739509,n,0.1685393258426966,True,,89.0,0.07865168539325842,0.0,0.5393258426966292
salad,62.0,0,1,0,2,0,1,0,0.0,0,1,0.0977030992047838,n,0.0505050505050505,True,,99.0,0.06060606060606061,0.0,0.5303030303030303
salad dressing,58.0,0,0,0,1,0,1,0,0.0,0,0,0.0458241009870998,,0.0,True,,99.0,0.0,0.0,0.5
salamander,17.0,0,0,0,0,8,2,0,0.0,0,0,0.0074158503886759,n,0.0,True,,99.0,0.0,0.0,0.5
salami,57.0,0,0,0,1,0,2,0,0.0,0,0,0.1118877739224059,n,0.0,True,,99.0,0.0,0.0,0.5
salary,89.0,0,0,0,1,0,5,0,0.0,0,0,0.048867471112154,n,0.0,True,,98.0,0.0,0.0,0.5
sale,138.0,0,1,0,1,0,12,1,0.0,0,1,0.0385022868789935,n,0.0,True,,199.0,0.0,0.0,0.5
salesman,45.0,0,1,0,4,0,4,3,0.0,0,4,0.1240639671418806,n,0.08,True,,100.0,0.0,0.06,0.47
salesperson,61.0,0,1,0,5,0,3,2,0.0,0,2,0.1088411368608376,n,0.07,True,,100.0,0.02,0.05,0.485
salient,32.0,0,0,0,0,0,5,1,0.0,0,1,0.0234625215517166,a n s,0.0,True,,72.0,0.0,0.0,0.5
saliva,83.0,0,0,0,2,0,1,1,0.0,0,0,0.0947039274569784,n,0.0202020202020202,True,,99.0,0.0,0.0,0.5
salmon,90.0,0,0,0,1,0,1,0,0.0,0,0,0.0596254301935597,n s,0.0,True,,98.0,0.0,0.0,0.5
salon,27.0,0,0,0,1,0,3,1,0.0,0,0,0.0226988780023428,n,0.0,True,,97.0,0.0,0.0,0.5
saloon,66.0,0,0,0,0,0,1,0,0.0,0,0,0.0194125315695611,n,0.0,True,,97.0,0.0,0.0,0.5
salsa,54.0,0,0,0,1,0,2,2,0.0,0,0,0.0407371843266903,n,0.0,True,,100.0,0.0,0.0,0.5
salt,39.0,0,1,0,3,26,3,0,0.0,0,2,0.0738708529740593,s n v,0.0404040404040404,True,,99.0,0.030303030303030304,0.0,0.5151515151515151
saltine,67.0,0,1,0,0,0,2,0,0.0,0,0,0.0366003626557459,n,0.0,True,,75.0,0.0,0.0,0.5
salty,71.0,0,0,0,1,0,2,0,0.0,0,0,0.0433533718016667,a s,0.0,True,,100.0,0.0,0.0,0.5
salutation,24.0,0,2,0,3,0,1,1,0.0,0,2,0.0304400059484133,n,0.015625,True,,192.0,0.015625,0.0,0.5078125
salute,76.0,0,4,0,4,0,2,2,0.0,0,3,0.2597747907167343,n v,0.1122448979591836,True,,98.0,0.10204081632653061,0.0,0.5510204081632653
salvation,91.0,0,1,0,9,0,7,2,0.0,0,4,0.3193505017729723,n,0.1515151515151515,True,,99.0,0.15151515151515152,0.0,0.5757575757575758
salve,58.0,0,1,0,4,23,5,4,0.0,0,1,0.1894627145219897,n v,0.1123595505617977,True,,89.0,0.07865168539325842,0.0,0.5393258426966292
same,60.0,0,1,0,1,0,0,1,0.0,0,1,0.0437205462314824,a n s,0.0,True,,97.0,0.0,0.0,0.5
sameness,38.0,0,2,0,2,0,0,1,0.0,0,2,0.1291294813593593,n,0.0851063829787234,True,,94.0,0.0851063829787234,0.0,0.5425531914893617
sample,66.0,0,0,0,3,0,3,0,0.0,0,0,0.0737792751443168,n v,0.0309278350515463,True,,97.0,0.020618556701030927,0.0,0.5103092783505154
samurai,96.0,0,2,0,2,0,1,0,0.0,0,2,0.1814528177210614,n,0.02,True,,100.0,0.0,0.0,0.5
sanctuary,81.0,0,6,0,11,0,0,2,0.0,0,7,0.6351508672212164,n,0.44,True,,100.0,0.44,0.0,0.72
sand,35.0,0,1,0,0,0,1,2,0.0,0,1,0.0135159538309941,n v,0.0,True,,100.0,0.0,0.02,0.49
sandal,55.0,0,0,0,0,0,3,0,0.0,0,0,0.0130854645900443,n,0.0,True,,100.0,0.0,0.0,0.5
sandpaper,20.0,0,1,0,2,0,3,1,0.0,0,1,0.0370466067457814,n v,0.0202020202020202,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
sandwich,63.0,0,1,0,2,0,2,0,0.0,0,1,0.2149004242470491,n v,0.1212121212121212,True,,99.0,0.0,0.0,0.5
sandy,13.0,0,0,0,0,0,2,1,0.0,0,0,0.0060428427546991,a s,0.0,True,,100.0,0.0,0.0,0.5
sane,37.0,0,1,0,4,0,1,2,0.0,0,2,0.12702714123863,a s,0.09375,True,,96.0,0.07291666666666667,0.020833333333333332,0.5260416666666666
sanitary,80.0,0,4,0,3,0,2,0,0.0,0,2,0.1795583621512921,a,0.0306122448979591,True,,98.0,0.5816326530612245,0.0,0.7908163265306123
sanitation,86.0,0,4,0,9,0,4,0,0.0,0,4,0.3911774661029327,n,0.21,True,,100.0,0.49,0.09,0.7
sanity,50.0,0,2,0,3,0,5,1,0.0,0,3,0.118755593210788,n,0.0618556701030927,True,,97.0,0.041237113402061855,0.0,0.520618556701031
sans,49.0,0,0,0,0,0,0,0,0.0,0,0,0.0251196512077516,,0.0,True,,89.0,0.0,0.0,0.5
sap,8.0,0,0,0,0,0,0,1,0.0,0,0,0.0179620588267204,n v,0.0,True,,95.0,0.0,0.0,0.5
sapphire,27.0,0,0,0,0,0,1,0,0.0,0,0,0.0109520846236894,n s,0.0,True,,99.0,0.0,0.0,0.5
sarcasm,20.0,0,0,0,1,0,4,3,0.0,0,1,0.0405367970576075,n,0.0206185567010309,True,,97.0,0.0,0.0,0.5
sarcastic,27.0,0,0,0,0,0,5,2,0.0,0,1,0.0306646877808315,a,0.0,True,,98.0,0.0,0.0,0.5
sardine,77.0,0,0,0,0,0,0,1,0.0,0,0,0.0588708618883546,n,0.0,True,,98.0,0.0,0.0,0.5
sash,51.0,0,0,0,1,0,4,0,0.0,0,0,0.0304749975136704,n,0.0,True,,88.0,0.0,0.0,0.5
sashimi,72.0,0,0,0,3,0,1,0,0.0,0,0,0.1726424369281512,n,0.0769230769230769,True,,78.0,0.05128205128205128,0.0,0.5256410256410257
satchel,76.0,0,0,0,0,0,3,0,0.0,0,0,0.0130618686868686,n,0.0,True,,96.0,0.0,0.0,0.5
satellite,16.0,0,1,0,2,0,0,2,0.0,0,0,0.0358569549620444,s n v,0.0202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
satin,21.0,0,2,0,4,0,3,1,0.0,0,3,0.089535942430981,n,0.0404040404040404,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
satisfaction,67.0,0,2,0,6,30,5,15,0.0,0,2,0.1644196673702789,n,0.101010101010101,True,,99.0,0.06060606060606061,0.0,0.5303030303030303
satisfactory,74.0,0,2,0,1,23,4,5,0.0,0,1,0.1147608388911044,a s,0.0,True,,99.0,0.0,0.0,0.5
satisfied,70.0,0,1,0,3,0,4,5,22.0,0,1,0.0974083684495491,s v,0.0505050505050505,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
satisfy,72.0,0,1,0,5,31,5,9,31.0,0,1,0.1757851036368328,v,0.0909090909090909,True,,99.0,0.0707070707070707,0.0,0.5353535353535354
satisfying,68.0,0,2,0,3,0,6,7,28.0,0,1,0.3080162077927198,s v,0.21,True,,100.0,0.09,0.02,0.535
saturate,29.0,0,0,0,0,0,3,0,0.0,0,0,0.0160482477054812,v,0.0,True,,100.0,0.0,0.0,0.5
saturated,53.0,0,0,0,0,0,4,1,0.0,0,1,0.0322141639024755,a v,0.0,True,,99.0,0.0,0.0,0.5
sauce,64.0,0,1,0,2,0,1,1,0.0,0,0,0.1113978047573365,n v,0.06,True,,100.0,0.0,0.02,0.49
saucepan,78.0,0,0,0,1,0,1,0,0.0,0,0,0.1164240261935939,n,0.0,True,,99.0,0.0,0.0,0.5
saucer,17.0,0,0,0,0,0,0,0,0.0,0,0,0.0184251049620396,n,0.0,True,,100.0,0.0,0.0,0.5
sauna,14.0,0,0,0,0,0,1,0,0.0,0,0,0.005106059564934,n,0.0,True,,99.0,0.0,0.0,0.5
sausage,60.0,0,0,0,1,0,1,1,0.0,0,0,0.0952077596153043,n,0.0,True,,98.0,0.0,0.0,0.5
savage,47.0,0,5,0,5,0,6,1,0.0,0,6,0.1407931493502387,s n v,0.0918367346938775,True,,98.0,0.030612244897959183,0.061224489795918366,0.4846938775510204
save,69.0,0,3,0,4,24,3,2,0.0,0,3,0.12974994112163,n v,0.0909090909090909,True,,99.0,0.08080808080808081,0.0,0.5404040404040404
saved,38.0,0,2,0,6,0,5,2,0.0,0,4,0.3385355032734169,a v s,0.2929292929292929,True,,99.0,0.29292929292929293,0.0,0.6464646464646464
saver,66.0,0,1,0,3,0,2,0,0.0,0,2,0.1524462903053952,n,0.0967741935483871,True,,93.0,0.0967741935483871,0.0,0.5483870967741935
saving,149.0,0,0,0,2,35,7,0,0.0,0,0,0.0961218165640245,s n v,0.0452261306532663,True,,199.0,0.04522613065326633,0.0,0.5226130653266332
savior,86.0,0,2,0,7,0,3,2,0.0,0,5,0.2747270559064722,n,0.1414141414141414,True,,99.0,0.1414141414141414,0.0,0.5707070707070707
saviour,78.0,0,0,0,7,0,2,1,0.0,0,3,0.2789423231404743,n,0.1382978723404255,True,,94.0,0.13829787234042554,0.0,0.5691489361702128
savor,74.0,0,1,0,2,0,4,5,0.0,0,1,0.1648466648664338,n v,0.0434782608695652,True,,92.0,0.0,0.0,0.5
savory,78.0,0,0,0,2,0,3,0,0.0,0,0,0.1857902551930547,a n s,0.0851063829787234,True,,94.0,0.0851063829787234,0.0,0.5425531914893617
savvy,23.0,0,2,0,2,0,2,1,0.0,0,3,0.0353725626810175,n v,0.0212765957446808,True,,94.0,0.02127659574468085,0.0,0.5106382978723404
saw,41.0,0,1,0,1,0,2,1,0.0,0,0,0.052457508649601,n v,0.0,True,,98.0,0.0,0.0,0.5
sawdust,19.0,0,1,0,1,0,3,0,0.0,0,1,0.0213319841387032,n,0.0,True,,93.0,0.0,0.0,0.5
sax,35.0,0,0,0,1,0,2,0,0.0,0,0,0.0355958577819756,n,0.0212765957446808,True,,94.0,0.0,0.0,0.5
saxophone,56.0,0,0,0,1,0,2,0,0.0,0,0,0.017275034273021,n,0.0,True,,99.0,0.0,0.0,0.5
say,55.0,0,0,0,2,0,1,1,0.0,0,1,0.0245614096599556,n v,0.0101010101010101,True,,198.0,0.0,0.010101010101010102,0.494949494949495
saying,50.0,0,0,0,0,0,2,0,0.0,0,0,0.0503193469949089,n v,0.0,True,,99.0,0.0,0.0,0.5
scab,59.0,0,5,0,8,0,0,5,0.0,0,3,0.5938050539587223,n v,0.3829787234042553,True,,94.0,0.0,0.3829787234042553,0.30851063829787234
scaffolding,44.0,0,0,0,2,0,2,0,0.0,0,1,0.071738699841416,n v,0.0319148936170212,True,,94.0,0.031914893617021274,0.0,0.5159574468085106
scale,141.0,0,4,0,2,37,5,0,0.0,0,2,0.0615367086662386,n v,0.025,True,,200.0,0.025,0.0,0.5125
scallop,62.0,0,0,0,1,0,1,0,0.0,0,0,0.1172696411934494,n v,0.0638297872340425,True,,94.0,0.0,0.0,0.5
