cue,total,cue_mfd2,response_mfd1,cue_mfd1,response_mfd2,cue_hte,response_hte,response_emotion,cue_emotion,cue_moral,response_moral,link,pos,previous_link,lower,is_synonym,degree,pos_score,neg_score,polarity
beating,73.0,0,7,0,12,0,4,5,0.0,0,8,0.4986173750278665,n v,0.36,True,,100.0,0.0,0.22,0.39
beautiful,46.0,0,2,0,2,0,6,2,0.0,0,1,0.0529168001451838,a s,0.0202020202020202,True,,99.0,0.0,0.0,0.5
beauty,65.0,0,1,0,4,0,5,7,0.0,0,0,0.1431308977096516,n,0.1,True,,100.0,0.1,0.0,0.55
beaver,77.0,0,0,0,2,18,2,1,0.0,0,1,0.1007068036337606,n v,0.0408163265306122,True,,98.0,0.0,0.04081632653061224,0.47959183673469385
because,39.0,0,0,0,0,0,5,1,0.0,0,0,0.0391981017325442,,0.0,True,,99.0,0.0,0.0,0.5
become,48.0,0,1,0,0,0,4,0,0.0,0,0,0.0225273662925858,v,0.0,True,,97.0,0.0,0.0,0.5
becoming,43.0,0,0,0,0,0,2,4,0.0,0,0,0.0276454197666118,s v,0.0,True,,97.0,0.0,0.0,0.5
bed,23.0,0,0,0,1,0,2,2,0.0,0,0,0.010147925088849,n v,0.0,True,,100.0,0.0,0.0,0.5
bedding,31.0,0,0,0,1,0,2,2,0.0,0,0,0.0169967936923675,n v,0.0,True,,97.0,0.0,0.0,0.5
bedroom,28.0,0,1,0,2,0,1,2,0.0,0,0,0.0569279435809426,n,0.0202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
bedsheets,44.0,0,3,0,2,0,1,0,0.0,0,2,0.0759574035769105,,0.03,True,,100.0,0.0,0.03,0.485
bedtime,29.0,0,0,0,0,0,0,1,0.0,0,0,0.008984523043549,n,0.0,True,,100.0,0.0,0.0,0.5
bee,116.0,0,1,0,3,0,5,3,0.0,0,2,0.052436345122185,n,0.015,True,,200.0,0.0,0.015,0.4925
beef,69.0,0,1,0,2,0,1,0,0.0,0,1,0.1250623473803256,n v,0.04,True,,100.0,0.0,0.0,0.5
beehive,64.0,0,0,0,1,0,0,1,0.0,0,0,0.0313594665903643,n,0.0,True,,96.0,0.0,0.0,0.5
beekeeper,51.0,0,0,0,0,0,1,1,0.0,0,0,0.0205349670355317,n,0.0,True,,100.0,0.0,0.0,0.5
been,9.0,0,0,0,0,0,0,0,0.0,0,0,0.0041309681549355,v,0.0,True,,98.0,0.0,0.0,0.5
beep,33.0,0,0,0,0,0,1,1,0.0,0,0,0.0194839874411302,n v,0.0,True,,100.0,0.0,0.0,0.5
beeping,27.0,0,0,0,1,0,2,2,0.0,0,0,0.0477209518655947,v,0.03,True,,100.0,0.0,0.03,0.485
beer,37.0,0,1,0,2,0,1,0,0.0,0,1,0.0850394841658301,n,0.05,True,,100.0,0.0,0.0,0.5
beeswax,57.0,0,0,0,0,0,2,0,0.0,0,0,0.0265606939949326,n v,0.0,True,,99.0,0.0,0.0,0.5
beet,106.0,0,6,0,6,39,4,4,0.0,0,4,0.0819372694225485,n,0.0366492146596858,True,,191.0,0.0,0.031413612565445025,0.48429319371727747
beetle,59.0,0,1,0,2,0,2,3,0.0,0,0,0.1066641993938395,s n v,0.0505050505050505,True,,99.0,0.0,0.050505050505050504,0.47474747474747475
beetroot,44.0,0,1,0,2,0,4,0,0.0,0,2,0.0801492594369161,n,0.0266666666666666,True,,75.0,0.02666666666666667,0.0,0.5133333333333333
befuddled,11.0,0,0,0,0,0,0,0,0.0,0,0,0.0084813909708685,s v,0.0,True,,87.0,0.0,0.0,0.5
beg,78.0,0,0,0,5,0,8,3,0.0,0,1,0.1349072209548813,v,0.0714285714285714,True,,98.0,0.05102040816326531,0.02040816326530612,0.5153061224489796
beggar,64.0,0,2,0,5,0,3,1,0.0,0,2,0.1818456301915099,n v,0.101010101010101,True,,99.0,0.0,0.09090909090909091,0.45454545454545453
begin,2.0,0,0,0,0,0,1,0,0.0,0,0,0.0009090909090909,n v,0.0,True,,100.0,0.0,0.0,0.5
beginner,40.0,0,1,0,0,0,0,0,0.0,0,0,0.0283834652524421,n,0.0,True,,99.0,0.0,0.0,0.5
beginning,21.0,0,2,0,1,0,2,1,0.0,0,1,0.0069324668008586,s n v,0.0,True,,197.0,0.0,0.0,0.5
behave,81.0,0,8,0,12,0,6,0,0.0,0,7,0.3814214950163839,v,0.2424242424242424,True,,99.0,0.23232323232323232,0.050505050505050504,0.5909090909090909
behavior,65.0,0,3,0,5,0,4,0,0.0,0,3,0.2958389891476917,n,0.1979166666666666,True,,96.0,0.020833333333333332,0.0,0.5104166666666666
behaviour,70.0,0,6,0,7,0,8,1,0.0,0,5,0.3608891762290504,n,0.2164948453608247,True,,97.0,0.05154639175257732,0.020618556701030927,0.5154639175257731
behind,21.0,0,0,0,0,0,1,0,0.0,0,0,0.0076161578211351,r n s,0.0,True,,100.0,0.0,0.0,0.5
beige,27.0,0,0,0,0,0,2,0,0.0,0,0,0.0157421548927279,n s,0.0,True,,99.0,0.0,0.0,0.5
being,65.0,0,1,0,3,0,3,1,0.0,0,2,0.0906127513847986,n v,0.03,True,,100.0,0.02,0.0,0.51
belch,82.0,0,0,0,0,0,2,0,0.0,0,0,0.108919995138018,n v,0.0,True,,96.0,0.0,0.0,0.5
belief,182.0,0,5,0,13,0,7,4,0.0,0,13,0.7801007847563228,n,0.525,True,,200.0,0.47,0.0,0.735
believable,67.0,0,2,0,8,0,6,3,0.0,0,7,0.3758303985416856,a,0.21,True,,100.0,0.2,0.0,0.6
believe,69.0,0,0,0,6,0,3,5,0.0,0,5,0.5794659872608865,v,0.3737373737373737,True,,99.0,0.37373737373737376,0.0,0.6868686868686869
believer,84.0,0,0,0,7,0,2,1,0.0,0,5,0.7162731363562005,n,0.4242424242424242,True,,99.0,0.41414141414141414,0.0,0.7070707070707071
believing,84.0,0,1,0,7,0,4,4,0.0,0,6,0.7302931250954388,n v,0.4747474747474747,True,,99.0,0.47474747474747475,0.0,0.7373737373737373
belittle,67.0,0,1,0,4,0,4,8,0.0,0,5,0.2215114915843323,v,0.1224489795918367,True,,98.0,0.02040816326530612,0.11224489795918367,0.45408163265306123
bell,116.0,0,2,0,6,0,2,1,0.0,0,4,0.1692167014972923,n v,0.1,True,,200.0,0.085,0.015,0.535
belle,54.0,0,1,0,0,0,3,0,0.0,0,0,0.0365447957839262,n,0.0,True,,92.0,0.0,0.0,0.5
bellow,40.0,0,1,0,3,0,1,0,0.0,0,2,0.0552184332230916,n v,0.0326086956521739,True,,92.0,0.021739130434782608,0.0,0.5108695652173914
belly,76.0,0,0,0,1,0,3,0,0.0,0,0,0.1271285430434766,n v,0.0,True,,100.0,0.0,0.0,0.5
belly button,37.0,0,2,0,2,0,2,1,0.0,0,0,0.069073991453956,,0.0204081632653061,True,,98.0,0.030612244897959183,0.0,0.5153061224489796
bellybutton,37.0,0,1,0,2,0,0,1,0.0,0,0,0.0710121730537942,n,0.0202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
belong,51.0,28,2,0,4,0,3,3,28.0,0,1,0.3033220730140146,v,0.2395833333333333,True,,96.0,0.28125,0.0,0.640625
belonging,144.0,59,8,0,9,0,15,5,59.0,0,4,0.1823789410372724,n v,0.1065989847715736,True,,197.0,0.14213197969543148,0.0,0.5710659898477157
beloved,69.0,0,4,0,7,0,2,4,0.0,0,1,0.3688720678269443,n s,0.2708333333333333,True,,96.0,0.4166666666666667,0.0,0.7083333333333334
belt,49.0,0,1,0,3,0,1,0,0.0,0,1,0.0814715515090771,n v,0.0505050505050505,True,,99.0,0.0,0.030303030303030304,0.48484848484848486
bemuse,43.0,0,0,0,0,0,1,6,0.0,0,0,0.0253846130803821,v,0.0,True,,83.0,0.0,0.0,0.5
bench,42.0,0,1,0,0,0,1,0,0.0,0,1,0.01987718993386,n v,0.0,True,,99.0,0.0,0.0,0.5
benchmark,51.0,0,1,0,0,0,2,0,0.0,0,0,0.020449689352994,n,0.0,True,,99.0,0.0,0.0,0.5
bend,27.0,0,0,0,1,14,2,0,0.0,0,0,0.0120437547966727,n v,0.0,True,,100.0,0.0,0.0,0.5
bender,50.0,0,1,0,3,0,0,0,0.0,0,1,0.0603642229776319,n,0.0319148936170212,True,,94.0,0.0,0.02127659574468085,0.48936170212765956
bendy,15.0,0,0,0,1,0,2,0,0.0,0,0,0.0085197055439174,,0.0,True,,94.0,0.0,0.0,0.5
benefit,165.0,82,7,82,19,0,10,2,0.0,82,15,0.4204581631001825,n v,0.303030303030303,True,,198.0,0.17676767676767677,0.015151515151515152,0.5808080808080808
benevolent,78.0,25,4,0,12,0,4,3,0.0,0,5,0.5120807554234162,a s,0.3555555555555555,True,,90.0,0.17777777777777778,0.03333333333333333,0.5722222222222222
bent,60.0,0,3,0,5,25,3,0,0.0,0,5,0.2991290218302256,s n v,0.2291666666666666,True,,96.0,0.0,0.20833333333333334,0.3958333333333333
berate,60.0,0,3,0,4,0,7,5,0.0,0,6,0.1678160291575419,v,0.0609756097560975,True,,82.0,0.0,0.04878048780487805,0.47560975609756095
beret,28.0,0,0,0,1,0,1,0,0.0,0,0,0.0255123287693724,n,0.0,True,,93.0,0.0,0.0,0.5
berry,84.0,0,0,0,2,0,1,0,0.0,0,1,0.0400235628064651,n v,0.0100502512562814,True,,199.0,0.010050251256281407,0.0,0.5050251256281407
beside,15.0,0,1,0,1,0,2,1,0.0,0,1,0.0149607674164403,,0.0,True,,99.0,0.0,0.0,0.5
best,57.0,0,2,0,2,0,6,2,0.0,0,2,0.148592700208138,a v r n s,0.06,True,,100.0,0.0,0.0,0.5
best friend,55.0,0,5,0,10,0,3,6,0.0,0,6,0.2911035060118154,,0.23,True,,100.0,0.21,0.0,0.605
bestow,82.0,0,1,0,2,0,0,0,0.0,0,1,0.0816958571491102,v,0.0210526315789473,True,,95.0,0.021052631578947368,0.0,0.5105263157894737
bet,26.0,0,0,0,0,0,4,1,0.0,0,0,0.0150432345834811,n v,0.0,True,,100.0,0.0,0.0,0.5
beta,42.0,0,0,0,0,0,0,0,0.0,0,0,0.0190178493477488,n s,0.0,True,,100.0,0.0,0.0,0.5
betray,82.0,44,14,44,21,44,13,10,0.0,44,19,0.7817772319802112,v,0.5212765957446809,True,,94.0,0.06382978723404255,0.39361702127659576,0.3351063829787234
betrayal,76.0,49,11,49,23,0,11,12,0.0,49,19,0.7457644565245709,n,0.52,True,,100.0,0.09,0.43,0.33
better,77.0,0,1,0,2,17,6,3,0.0,0,1,0.301992576236172,a v r n s,0.202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
betting,66.0,0,1,0,3,0,3,0,0.0,0,3,0.1003940779993883,s v,0.04,True,,100.0,0.0,0.03,0.485
beverage,43.0,0,0,0,0,0,0,1,0.0,0,0,0.025377841436786,n,0.0,True,,100.0,0.0,0.0,0.5
beware,81.0,0,0,0,0,0,2,4,0.0,0,0,0.0473164682667943,v,0.0,True,,98.0,0.0,0.0,0.5
bewilder,47.0,0,0,0,0,0,1,4,11.0,0,0,0.0303152091226537,v,0.0,True,,93.0,0.0,0.0,0.5
bias,65.0,40,7,40,9,0,10,4,0.0,40,8,0.3708444455227146,s n v,0.2448979591836734,True,,98.0,0.030612244897959183,0.19387755102040816,0.41836734693877553
biased,59.0,31,4,31,4,0,8,0,0.0,31,3,0.4196395296162359,s v,0.2959183673469387,True,,98.0,0.0,0.2857142857142857,0.35714285714285715
bible,88.0,27,3,0,7,0,3,0,0.0,0,5,0.3476493460746071,n,0.202020202020202,True,,99.0,0.21212121212121213,0.0,0.6060606060606061
biblical,72.0,31,3,0,7,0,2,1,0.0,0,6,0.310802041921309,a,0.1818181818181818,True,,99.0,0.16161616161616163,0.0,0.5808080808080808
bibliography,55.0,0,0,0,0,0,0,1,0.0,0,0,0.0204001685708875,n,0.0,True,,96.0,0.0,0.0,0.5
bicep,87.0,0,1,0,1,0,1,1,0.0,0,0,0.0569578480065713,,0.0,True,,98.0,0.0,0.0,0.5
biceps,81.0,0,0,0,0,0,2,0,0.0,0,0,0.0499139527839038,n,0.0,True,,99.0,0.0,0.0,0.5
bicycle,49.0,0,1,0,2,0,3,0,0.0,0,1,0.0692053537491602,n v,0.0408163265306122,True,,98.0,0.04081632653061224,0.0,0.5204081632653061
bid,31.0,0,0,0,0,0,4,0,0.0,0,0,0.0207138001768918,n v,0.0,True,,96.0,0.0,0.0,0.5
big,45.0,0,1,0,2,14,3,1,0.0,0,1,0.0430432199759995,a r s,0.0202020202020202,True,,99.0,0.0,0.0,0.5
big bang,12.0,0,0,0,0,0,0,0,0.0,0,0,0.0097577406720263,,0.0,True,,100.0,0.0,0.0,0.5
bigger,46.0,0,0,0,1,0,4,0,0.0,0,1,0.0504157055297323,a s,0.0,True,,99.0,0.0,0.0,0.5
biggest,27.0,0,0,0,0,0,2,0,0.0,0,0,0.0093389481938656,a s,0.0,True,,100.0,0.0,0.0,0.5
bigot,67.0,26,5,26,10,0,3,4,0.0,26,6,0.6238995953948911,n,0.425531914893617,True,,94.0,0.0,0.39361702127659576,0.30319148936170215
bigotry,79.0,0,7,27,10,0,3,3,0.0,0,10,0.7121004099073673,n,0.4835164835164835,True,,91.0,0.0,0.4175824175824176,0.2912087912087912
bike,45.0,0,0,0,4,0,1,0,0.0,0,2,0.0701158832445453,n v,0.04,True,,100.0,0.03,0.0,0.515
biker,48.0,0,0,0,1,0,2,0,0.0,0,1,0.0431754743226842,,0.0,True,,100.0,0.0,0.0,0.5
bikini,36.0,0,0,0,1,0,4,1,0.0,0,0,0.0139511267328851,n,0.0,True,,100.0,0.0,0.0,0.5
bill,144.0,0,1,0,2,0,14,2,0.0,0,2,0.054905869728377,n v,0.02,True,,200.0,0.02,0.0,0.51
billboard,45.0,0,0,0,0,0,2,0,0.0,0,0,0.0146174769927748,n,0.0,True,,98.0,0.0,0.0,0.5
billiards,17.0,0,0,0,0,0,0,0,0.0,0,0,0.0047470991092846,n,0.0,True,,98.0,0.0,0.0,0.5
billion,56.0,0,0,0,0,0,1,0,0.0,0,0,0.0232301181103415,n s,0.0,True,,100.0,0.0,0.0,0.5
bimbo,30.0,0,3,0,2,0,3,0,0.0,0,2,0.197101082047641,n,0.1368421052631579,True,,95.0,0.0,0.1368421052631579,0.43157894736842106
bin,72.0,0,0,0,6,0,3,0,0.0,0,1,0.8034271204302937,n v,0.4948453608247423,True,,97.0,0.0,0.4845360824742268,0.25773195876288657
binary,32.0,0,0,0,0,0,0,0,0.0,0,0,0.0120440721906815,a n s,0.0,True,,97.0,0.0,0.0,0.5
bind,62.0,0,1,0,1,22,7,0,0.0,0,1,0.0738410763693102,n v,0.0412371134020618,True,,97.0,0.0,0.0,0.5
binder,38.0,0,0,0,1,13,3,0,0.0,0,0,0.0171133352773991,n,0.0,True,,95.0,0.0,0.0,0.5
binding,55.0,0,2,0,4,22,5,1,0.0,0,3,0.1061584558259204,s n v,0.06,True,,100.0,0.03,0.03,0.5
bingo,50.0,0,1,0,1,0,1,0,0.0,0,1,0.0415416458826588,n,0.0202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
binoculars,36.0,0,2,0,0,0,0,0,0.0,0,0,0.015719935170549,n,0.0,True,,100.0,0.0,0.0,0.5
bio,53.0,0,1,0,1,0,1,0,0.0,0,0,0.0289907269811389,,0.0,True,,100.0,0.0,0.0,0.5
biography,69.0,0,0,0,0,0,0,0,0.0,0,0,0.021134297530321,n,0.0,True,,100.0,0.0,0.0,0.5
biological,79.0,0,4,0,3,0,3,1,0.0,0,0,0.1137804746692632,a,0.0404040404040404,True,,99.0,0.16161616161616163,0.030303030303030304,0.5656565656565656
biologist,33.0,0,0,0,0,0,2,0,0.0,0,0,0.0351240158879888,n,0.0,True,,99.0,0.0,0.0,0.5
biology,56.0,0,1,0,1,0,0,0,0.0,0,0,0.0773006081620302,n,0.0404040404040404,True,,99.0,0.0,0.0,0.5
birch,7.0,0,0,0,0,0,1,0,0.0,0,0,0.0056258142119703,s n v,0.0,True,,97.0,0.0,0.0,0.5
bird,115.0,0,0,0,2,0,6,1,0.0,0,0,0.0468061712412025,n v,0.0150753768844221,True,,199.0,0.01507537688442211,0.0,0.507537688442211
birdhouse,35.0,0,0,0,1,0,2,1,0.0,0,1,0.0168272264328003,n,0.0,True,,98.0,0.0,0.0,0.5
birdie,20.0,0,0,0,0,0,4,0,0.0,0,0,0.0074551399086445,n v,0.0,True,,97.0,0.0,0.0,0.5
birth,67.0,0,1,0,5,0,3,2,0.0,0,1,0.0971708339153566,n v,0.05,True,,100.0,0.04,0.04,0.5
birth control,88.0,0,2,0,3,0,7,0,0.0,0,4,0.1301230710192543,,0.0303030303030303,True,,99.0,0.050505050505050504,0.0,0.5252525252525253
birthday,74.0,0,1,0,0,0,2,3,0.0,0,0,0.0307716638235359,n,0.0,True,,100.0,0.0,0.0,0.5
biscuit,107.0,0,1,0,2,0,1,0,0.0,0,0,0.0878354519195722,n,0.0452261306532663,True,,199.0,0.05527638190954774,0.0,0.5276381909547738
bisexual,37.0,0,1,0,2,0,4,4,0.0,0,1,0.0824553718253715,a n s,0.0510204081632653,True,,98.0,0.0,0.0,0.5
bishop,80.0,23,1,0,9,0,4,0,0.0,0,4,0.673174760916599,n,0.4343434343434343,True,,99.0,0.43434343434343436,0.0,0.7171717171717171
bison,79.0,0,0,0,0,0,2,0,0.0,0,0,0.0494337280439695,n,0.0,True,,95.0,0.0,0.0,0.5
bit,47.0,0,2,0,2,0,3,1,0.0,0,2,0.0269011656613296,n v,0.0100502512562814,True,,199.0,0.0,0.0,0.5
bitch,82.0,0,2,0,7,26,5,3,0.0,26,3,0.2970227464756122,n v,0.19,True,,100.0,0.0,0.19,0.405
bite,50.0,0,0,0,2,0,2,1,0.0,0,0,0.0937936854967318,n v,0.0309278350515463,True,,97.0,0.0,0.0,0.5
biting,64.0,0,0,0,4,22,2,3,0.0,0,0,0.1102135127694167,s v,0.0606060606060606,True,,99.0,0.0,0.04040404040404041,0.4797979797979798
bitter,78.0,0,2,0,3,0,3,5,24.0,0,2,0.0829872827851571,s r n v,0.0303030303030303,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
bittersweet,54.0,0,0,0,5,0,3,7,0.0,0,0,0.1175891491425793,n s,0.07,True,,100.0,0.05,0.02,0.515
black,63.0,0,0,0,0,10,1,0,0.0,0,0,0.0349461529331659,a n v s,0.0,True,,99.0,0.0,0.0,0.5
black and white,25.0,0,1,0,1,0,2,0,0.0,0,1,0.016435645624805,,0.0,True,,100.0,0.0,0.0,0.5
black cat,62.0,0,1,0,2,0,2,1,0.0,0,1,0.0810654304298238,,0.02,True,,100.0,0.0,0.0,0.5
black hole,14.0,0,0,0,0,0,1,0,0.0,0,1,0.006658620114994,,0.0,True,,100.0,0.0,0.0,0.5
black magic,72.0,0,3,0,4,0,3,0,0.0,0,3,0.1409719350558301,,0.06,True,,100.0,0.0,0.02,0.49
black out,44.0,0,1,0,1,0,0,1,0.0,0,1,0.0288929336656609,,0.0,True,,99.0,0.0,0.0,0.5
black sheep,52.0,0,4,0,3,0,6,2,0.0,0,5,0.1212198316020462,,0.06,True,,100.0,0.0,0.06,0.47
blackberry,93.0,0,3,0,4,0,5,0,0.0,0,3,0.0607222375722551,n v,0.0301507537688442,True,,199.0,0.01507537688442211,0.0,0.507537688442211
blackbird,21.0,0,0,0,0,0,1,0,0.0,0,0,0.0058480341714695,n,0.0,True,,99.0,0.0,0.0,0.5
blackboard,25.0,0,0,0,1,0,1,0,0.0,0,0,0.0148695446931627,n,0.0,True,,100.0,0.0,0.0,0.5
blackmail,72.0,45,7,0,14,0,13,1,0.0,0,14,0.4499954719026821,n v,0.2551020408163265,True,,98.0,0.0,0.16326530612244897,0.41836734693877553
blackout,36.0,0,1,0,1,0,1,1,0.0,0,1,0.0329807181812479,n,0.0,True,,98.0,0.0,0.0,0.5
blacksmith,25.0,0,0,0,0,0,2,0,0.0,0,0,0.0145016336873232,n,0.0,True,,100.0,0.0,0.0,0.5
bladder,72.0,0,1,0,2,0,3,0,0.0,0,1,0.0956875545095581,n,0.05,True,,100.0,0.0,0.05,0.475
blade,52.0,0,0,0,0,0,2,0,0.0,0,0,0.051707128664861,n,0.0,True,,99.0,0.0,0.0,0.5
blah,19.0,0,1,0,1,0,2,2,0.0,0,0,0.0346397947304465,n,0.0,True,,94.0,0.0,0.0,0.5
blame,77.0,0,7,0,9,32,11,5,0.0,0,10,0.2601797755388432,s n v,0.1368421052631579,True,,95.0,0.0,0.06315789473684211,0.46842105263157896
blank,27.0,0,1,0,0,0,4,0,0.0,0,0,0.0168825899618218,s n v,0.0,True,,99.0,0.0,0.0,0.5
blanket,140.0,0,3,0,2,0,5,4,0.0,0,3,0.0484641716864222,s n v,0.0100502512562814,True,,199.0,0.020100502512562814,0.0,0.5100502512562815
blaring,21.0,0,0,0,0,0,2,0,0.0,0,0,0.0088277955810423,s n v,0.0,True,,99.0,0.0,0.0,0.5
blast,37.0,0,1,0,1,0,2,0,0.0,0,1,0.0276138647607396,n v,0.0,True,,97.0,0.0,0.0,0.5
blaster,38.0,0,0,0,1,0,1,0,0.0,0,0,0.0629068692061109,n,0.0,True,,88.0,0.0,0.0,0.5
blaze,10.0,0,0,0,1,0,1,0,0.0,0,0,0.0075343864173651,n v,0.0,True,,94.0,0.0,0.0,0.5
blazer,17.0,0,0,0,0,0,1,0,0.0,0,0,0.0065308225949625,n,0.0,True,,98.0,0.0,0.0,0.5
bleach,70.0,0,4,0,3,23,3,1,0.0,0,2,0.1099293044851264,n v,0.03,True,,100.0,0.21,0.03,0.59
bleed,78.0,0,1,0,6,0,3,3,0.0,0,1,0.0922356269226863,v,0.0,True,,100.0,0.0,0.49,0.255
bleeding,75.0,0,3,0,12,0,1,3,0.0,0,4,0.7076298165776269,n v,0.53,True,,100.0,0.02,0.51,0.255
bleep,41.0,0,0,0,3,0,0,1,0.0,0,0,0.2745163749843646,n v,0.1868131868131868,True,,91.0,0.0,0.18681318681318682,0.4065934065934066
blemish,81.0,0,4,24,4,24,8,2,0.0,0,3,0.151148594365388,n v,0.0707070707070707,True,,99.0,0.0,0.0707070707070707,0.46464646464646464
blend,60.0,0,0,0,2,0,2,0,0.0,0,0,0.072114048397641,n v,0.0202020202020202,True,,99.0,0.0,0.0,0.5
blender,36.0,0,0,0,1,0,3,0,0.0,0,0,0.0267819396019118,n,0.0,True,,100.0,0.0,0.0,0.5
bless,77.0,29,7,0,15,0,4,5,0.0,0,11,0.4731440729275709,v,0.2371134020618556,True,,97.0,0.24742268041237114,0.0,0.6237113402061856
bless you,78.0,0,2,0,4,0,1,1,0.0,0,4,0.1912148098678535,,0.0707070707070707,True,,99.0,0.06060606060606061,0.0,0.5303030303030303
blessed,81.0,32,5,0,13,0,2,5,0.0,0,10,0.5229606180722531,a v s,0.3232323232323232,True,,99.0,0.32323232323232326,0.0,0.6616161616161617
blessing,88.0,41,9,0,15,0,4,4,0.0,0,11,0.596525553566815,n v,0.3636363636363636,True,,99.0,0.3333333333333333,0.0,0.6666666666666666
blimp,33.0,0,1,0,1,0,4,0,0.0,0,1,0.0208462456581224,n,0.0,True,,87.0,0.0,0.0,0.5
blind,67.0,0,1,0,4,0,5,2,0.0,0,2,0.0411130798449976,a n v s,0.0203045685279187,True,,197.0,0.02030456852791878,0.0,0.5101522842639594
blindness,28.0,0,0,0,1,0,0,0,0.0,0,0,0.0140287271219809,n,0.0,True,,100.0,0.0,0.0,0.5
bling,30.0,0,0,0,0,0,2,1,0.0,0,1,0.0158913684465009,n,0.0,True,,96.0,0.0,0.0,0.5
blink,79.0,0,0,0,2,0,2,0,0.0,0,2,0.0466554539724552,n v,0.02,True,,100.0,0.0,0.0,0.5
bliss,82.0,0,1,0,6,0,1,10,22.0,0,1,0.1505054580019249,n,0.0721649484536082,True,,97.0,0.061855670103092786,0.0,0.5309278350515464
bloated,75.0,0,3,0,6,0,7,3,0.0,0,0,0.1333978974665308,v,0.0714285714285714,True,,98.0,0.030612244897959183,0.04081632653061224,0.49489795918367346
blob,54.0,0,1,0,1,0,2,1,0.0,0,0,0.063559303110248,n v,0.0,True,,91.0,0.0,0.0,0.5
block,83.0,0,4,0,3,0,8,0,0.0,0,2,0.0428862769359196,n v,0.025,True,,200.0,0.025,0.015,0.505
blockade,59.0,0,5,0,7,0,1,0,0.0,0,4,0.2907367897972313,n v,0.2105263157894736,True,,95.0,0.07368421052631578,0.1368421052631579,0.46842105263157896
blockage,35.0,0,0,0,0,0,0,1,0.0,0,0,0.0610899631472979,n,0.0,True,,98.0,0.0,0.0,0.5
blocked,32.0,0,0,0,2,0,1,2,0.0,0,1,0.0422231776128152,s v,0.0202020202020202,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
blog,27.0,0,0,0,1,0,2,0,0.0,0,0,0.0155126760535588,n v,0.0,True,,98.0,0.0,0.0,0.5
bloke,58.0,0,2,0,2,0,2,1,0.0,0,1,0.156063562532683,n,0.1122448979591836,True,,98.0,0.11224489795918367,0.0,0.5561224489795918
blond,30.0,0,1,0,1,0,3,1,0.0,0,2,0.0160842923236148,a n,0.0,True,,100.0,0.0,0.0,0.5
blonde,31.0,0,1,0,1,0,4,1,0.0,0,2,0.0224887882388945,a n,0.0,True,,99.0,0.0,0.0,0.5
blood,53.0,32,2,0,4,0,3,1,0.0,0,2,0.1316416414631027,n v,0.0404040404040404,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
blood pressure,64.0,0,2,0,3,0,2,0,0.0,0,2,0.1701422910369066,,0.1,True,,100.0,0.0,0.03,0.485
bloody,71.0,25,5,0,10,0,1,2,0.0,0,6,0.4900997879601778,a r v s,0.2959183673469387,True,,98.0,0.02040816326530612,0.2755102040816326,0.37244897959183676
bloom,8.0,0,0,0,0,0,0,0,0.0,0,0,0.0024166666666666,n v,0.0,True,,100.0,0.0,0.0,0.5
blossom,8.0,0,0,0,0,0,1,0,0.0,0,0,0.0016294101873514,n v,0.0,True,,99.0,0.0,0.0,0.5
blot,22.0,0,1,0,1,0,2,0,0.0,0,1,0.0298555675284943,n v,0.0,True,,93.0,0.0,0.0,0.5
blouse,17.0,0,0,0,0,0,4,1,0.0,0,0,0.0071706083499335,n,0.0,True,,100.0,0.0,0.0,0.5
blow,38.0,0,1,0,2,0,2,1,0.0,0,1,0.0703573394578419,n v,0.04,True,,100.0,0.0,0.04,0.48
blow up,53.0,0,2,0,2,0,2,0,0.0,0,2,0.0495170213784932,,0.0202020202020202,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
blowjob,70.0,0,1,0,2,0,4,5,0.0,0,0,0.1151619605556379,n,0.0309278350515463,True,,97.0,0.0,0.020618556701030927,0.4896907216494845
blown,12.0,0,1,0,0,0,3,0,0.0,0,0,0.0109419604573755,s v,0.0,True,,100.0,0.0,0.0,0.5
blubber,51.0,0,0,0,0,0,3,1,0.0,0,0,0.0364044998373208,n v,0.0,True,,96.0,0.0,0.09375,0.453125
blue,121.0,0,1,0,1,33,9,4,33.0,0,1,0.0258538745155015,s n v,0.0,True,,200.0,0.0,0.0,0.5
blue collar,71.0,0,1,0,1,0,2,1,0.0,0,0,0.038758950891357,,0.0,True,,100.0,0.0,0.0,0.5
blue jay,77.0,0,0,0,0,0,1,0,0.0,0,0,0.0212439458063344,,0.0,True,,94.0,0.0,0.0,0.5
blueberry,97.0,0,1,0,4,0,2,3,0.0,0,4,0.0725331793993674,n,0.03,True,,200.0,0.025,0.0,0.5125
blueprint,61.0,0,1,0,1,0,4,0,0.0,0,0,0.0227260402058094,n v,0.0,True,,99.0,0.0,0.0,0.5
bluff,63.0,0,1,0,4,0,3,0,0.0,0,5,0.1216158545359836,s n v,0.0412371134020618,True,,97.0,0.0,0.041237113402061855,0.4793814432989691
